20-Mar,21-Mar,22-Mar,23-Mar,24-Mar,25-Mar,26-Mar,27-Mar,28-Mar,29-Mar,30-Mar,31-Mar,01-Apr,02-Apr,03-Apr,04-Apr,05-Apr,06-Apr,07-Apr,08-Apr,09-Apr,10-Apr,11-Apr,12-Apr,13-Apr,14-Apr,15-Apr,16-Apr,17-Apr,18-Apr,19-Apr,20-Apr,21-Apr,22-Apr,23-Apr,24-Apr,25-Apr,26-Apr,27-Apr,28-Apr,29-Apr,30-Apr,01-May,02-May,03-May,04-May,05-May,06-May,07-May,08-May,09-May,10-May,11-May,12-May,13-May,14-May,15-May,16-May,17-May,18-May,19-May,20-May,21-May,22-May,23-May,24-May,25-May,26-May,27-May,28-May,29-May,30-May,31-May,01-Jun,02-Jun,03-Jun,04-Jun,05-Jun,06-Jun,07-Jun,08-Jun,09-Jun,10-Jun,11-Jun,12-Jun,13-Jun,14-Jun,15-Jun,16-Jun,17-Jun,18-Jun,19-Jun,20-Jun,21-Jun,22-Jun,23-Jun,24-Jun,25-Jun,26-Jun,27-Jun,28-Jun,29-Jun,30-Jun,01-Jul,02-Jul,03-Jul,04-Jul,05-Jul,06-Jul,07-Jul,08-Jul,09-Jul,10-Jul,11-Jul,12-Jul,13-Jul,14-Jul,15-Jul,16-Jul,17-Jul,18-Jul,19-Jul,20-Jul,21-Jul,22-Jul,23-Jul,24-Jul,25-Jul,26-Jul,27-Jul,28-Jul,29-Jul,30-Jul,31-Jul,01-Aug,02-Aug,03-Aug,04-Aug,05-Aug,06-Aug,07-Aug,08-Aug,09-Aug,10-Aug,11-Aug,12-Aug,13-Aug,14-Aug,15-Aug,16-Aug,17-Aug,18-Aug,19-Aug,20-Aug,21-Aug,22-Aug,23-Aug,24-Aug,25-Aug,26-Aug,27-Aug,28-Aug,29-Aug,30-Aug,31-Aug,01-Sep,02-Sep,03-Sep,04-Sep,05-Sep,06-Sep,07-Sep,08-Sep,09-Sep,10-Sep,11-Sep,12-Sep,13-Sep,14-Sep,15-Sep,16-Sep
0.000559277,0,0.000131595,0.000164493,0,6.58E-05,6.58E-05,0,9.87E-05,0,0,0.00023029,9.87E-05,0,0,0.000197392,0,0.001151452,0.000197392,0.001875222,0,0.00072377,0.000263189,0,0.000263189,0,0.000460581,0.000197392,0,0.000657973,0,0.000263189,0.000690871,0,0.000263189,0.000328986,0,0.000559277,0,0.00023029,0.000460581,0,9.87E-05,0.001546236,0,0.002697688,0.002467397,0.001019858,0.001513337,0.001019858,0.00072377,0.000921162,0.000921162,0.000888263,0.001644931,0.000427682,0.000822466,0,0.002270005,0.000756668,0.000592175,0.001184351,0.00095406,0.001250148,0.001184351,0.002105512,0.001743627,0,0.003980734,0.002500296,0.004046531,0.007139003,0.006645523,0.00552697,0.008718137,0.009737994,0.009935386,0.010757852,0.010395967,0.011679013,0.01631772,0.013356844,0.011679013,0.012172493,0.012797567,0.012040898,0.013652931,0.015100471,0.016909896,0.018094246,0.018423233,0.012698871,0.017271781,0.015791342,0.013554235,0.012830466,0.016284822,0.016120328,0.014903079,0.013850323,0.017863956,0.013225249,0.012534378,0.011119737,0.012929161,0.018686422,0.016251923,0.017929753,0.015034674,0.016416416,0.016284822,0.022732953,0.022338169,0.018587726,0.021318312,0.021647298,0.021515704,0.024147594,0.022305271,0.022897446,0.02615441,0.024673972,0.020298454,0.022831649,0.019870772,0.023818608,0.025957019,0.025660931,0.025759627,0.026121512,0.02615441,0.024641074,0.024838465,0.020495846,0.023390926,0.026088613,0.025035857,0.021515704,0.020495846,0.024739769,0.024838465,0.024706871,0.025957019,0.026055715,0.026121512,0.026253106,0.026220208,0.026088613,0.026220208,0.026187309,0.024443682,0.029181084,0.029477172,0.032701238,0.032767035,0.039577051,0.038195309,0.036056898,0.035333128,0.037767627,0.045959385,0.042537928,0.042702421,0.045761994,0.042603725,0.047703013,0.055730278,0.058954344,0.061882322,0.061981018,0.075304963,0.074910179,0.073166552,0.075206267,0.075469456,0.085240349,0.078561927,0.091556886,0.083101938,0.08185179,0.082016283
0,0.00025806,0,0,0.00012903,0,0,0,0,0,0,0,0,0,0.00038709,0,0,0.00090321,0,0.00064515,0,0,0.0012903,0.00051612,0,0,0.00012903,0.00025806,0,0.00012903,0.00038709,0,0,0,0.00012903,0,0,0,0,0,0,0,0,0,0,0,0.00012903,0.00012903,0.00038709,0.00012903,0.00051612,0,0.00064515,0.00051612,0.00077418,0.00012903,0.00103224,0.00025806,0.00025806,0.00025806,0.0012903,0.00025806,0.00232254,0.00541926,0.00206448,0.00219351,0.00232254,0.0025806,0.00309672,0.00335478,0.00038709,0.00245157,0.00232254,0.00232254,0.00116127,0.00064515,0.00180642,0.00309672,0.0012903,0.00090321,0.00167739,0.00103224,0.00309672,0.00077418,0.00245157,0.00206448,0.00206448,0.00206448,0.00490314,0.00051612,0.00116127,0.00335478,0.00309672,0.00477411,0.00219351,0.00696762,0.00619344,0.00399993,0.00425799,0.00322575,0.0038709,0.00283866,0.00335478,0.00141933,0.00335478,0.00451605,0.00245157,0.00167739,0.00219351,0.00180642,0.00077418,0.00232254,0.00503217,0.00399993,0.00141933,0.00399993,0.0038709,0.00851598,0.00412896,0.00464508,0.0051612,0.0051612,0.00335478,0.01909644,0.00425799,0.00787083,0.01406427,0.0154836,0.01225785,0.01638681,0.01212882,0.0077418,0.00941919,0.01329009,0.00748374,0.0090321,0.00890307,0.01483845,0.00787083,0.00477411,0.01690293,0.01329009,0.01470942,0.01380621,0.01187076,0.00438702,0.01793517,0.0232254,0.00748374,0.01535457,0.02103189,0.00232254,0.00787083,0.02270928,0.01638681,0.0245157,0.02154801,0.01367718,0.012903,0.00683859,0.02154801,0.0232254,0.01754808,0.01858032,0.02116092,0.02206413,0.01793517,0.02077383,0.02567697,0.02774145,0.02425764,0.05122491,0.03161235,0.02206413,0.04077348,0.04116057,0.04103154,0.05741835,0.04206378,0.04748304,0.05316036
0.000903165,0.000193535,0,0,0,0,0.000451582,0.000129024,0.000451582,0.000709629,0,0.001483771,6.45E-05,0.000451582,0.000580606,0.000322559,0.0010967,0.000903165,0.000193535,0.000451582,0.002709494,6.45E-05,0.003161076,0,0.002451447,0.001612794,0.000645118,0.001419259,0.000967676,0.000903165,0.000838653,0.000580606,0.001161212,0.000774141,0.001741818,0.001290235,0.001870841,0.00258047,0.001870841,0.001483771,0.001354747,0.001032188,0.002128888,0.001612794,0.001741818,0.003483635,0.001612794,0.000967676,0.0021934,0.001225723,0.001935353,0.000838653,0.001612794,0.001161212,0.003548147,0.002451447,0.000774141,0.001935353,0.00696727,0.003999729,0.006838247,0.001806329,0.00477387,0.003806194,0.00258047,0.0054835,0.003548147,0.003032053,0.005935082,0.010450905,0.008709088,0.008322017,0.011418582,0.006773735,0.010192858,0.007805923,0.009547741,0.018385852,0.012192723,0.009354205,0.040255339,0.012773329,0.004257776,0.010837976,0.005612523,0.016773058,0.02232107,0.017740735,0.011934676,0.011096023,0.009418717,0.009612253,0.011741141,0.015869893,0.007934947,0.00916067,0.015031241,0.012579794,0.008192994,0.014063564,0.014063564,0.008386529,0.009354205,0.017353664,0.013870029,0.009934811,0.011676629,0.014902217,0.011805652,0.015869893,0.018837434,0.021288881,0.016385988,0.025546658,0.018127805,0.023611305,0.020708276,0.02232107,0.034965375,0.031933322,0.039029616,0.028965781,0.046448469,0.049545033,0.039416687,0.029739922,0.046577492,0.025095075,0.035675004,0.040255339,0.031675275,0.032900999,0.036126587,0.031030157,0.033288069,0.043287392,0.028901269,0.039287663,0.028320663,0.039803757,0.032384904,0.031739787,0.03148174,0.03586854,0.032191369,0.039803757,0.033739651,0.037029751,0.036771704,0.03625561,0.03148174,0.028385175,0.030836622,0.048125774,0.045932374,0.045803351,0.04431958,0.047416145,0.030901134,0.051028804,0.047416145,0.044900186,0.047996751,0.039287663,0.052964157,0.037287798,0.037223287,0.044706651,0.073156338,0.073672432,0.084639432,0.087477949,0.067156744,0.089864884,0.106895989,0.104960637,0.10508966,0.113798748,0.11205693,0.084058826,0.090897073
0,0,0,0,0,0,0,0,0,0,0,0,0,2.48E-05,2.48E-05,0,0,2.48E-05,2.48E-05,0,0,0.000222897,2.48E-05,7.43E-05,4.95E-05,0.000123831,7.43E-05,2.48E-05,0,0.000123831,2.48E-05,0.00019813,9.91E-05,-2.48E-05,9.91E-05,9.91E-05,9.91E-05,0.000247663,0.000371494,0,0.000520092,9.91E-05,4.95E-05,4.95E-05,9.91E-05,0,0,0.000247663,4.95E-05,0.000123831,0,0.000594391,2.48E-05,7.43E-05,0.000297195,2.48E-05,0.000594391,0.000148598,0.000346728,0.000148598,0,0.00019813,0,0.001461211,0.000445793,0.001040184,0.000495326,0.000173364,0.001213548,0.000544858,0.000520092,0.001040184,0.001287847,0.001164015,0.001213548,0.001312613,0.000990651,0.001015418,0.002179433,0.002947188,0.002451862,0.003888306,0.003838774,0.00193177,0.002724291,0.000445793,0.002328031,0.000842054,0.000445793,0.001882238,0.001386912,0.000619157,0.001114483,0,0.002674759,0.001585042,0.001188782,0.000544858,0.001362146,0.000693456,0.001213548,0.000619157,0.00153551,0.001585042,0.000767755,0.001560276,0.002749057,0.001089716,0.001040184,0.001634575,0.003690176,0.002476628,0.003714942,0.004284567,0.004804659,0.003541578,0.003516812,0.004779893,0.005671479,0.00752895,0.007355586,0.010426605,0.004779893,0.005473349,0.009980812,0.008073808,0.012135479,0.012828935,0.008494835,0.010872398,0.010104643,0.009782682,0.019392,0.007578483,0.01959013,0.018029854,0.020729379,0.0236518,0.011442023,0.023478436,0.021497134,0.017559295,0.015577992,0.025856,0.014488276,0.012432674,0.012828935,0.02818403,0.017683126,0.019664429,0.016494345,0.017262099,0.017955555,0.039948015,0.016420046,0.035737746,0.009287356,0.027391509,0.032889624,0.023973762,0.026574222,0.033434482,0.022908812,0.038041011,0.039081195,0.079772198,0.053916198,0.025484505,0.040071846,0.038610635,0.043539126,0.031354114,0.038561103,0.066274573,0.039650819,0.029273747,0.023800398,0.035168122,0.025113011,0.031279815,0.042152214
0.000212386,0,0.00015575,9.91E-05,5.66E-05,0,5.66E-05,0.000198227,0,0.00029734,5.66E-05,4.25E-05,0.000254863,0.000127432,0.000198227,5.66E-05,0.000226545,9.91E-05,0,0.000339817,8.50E-05,0,0.000368136,9.91E-05,0.000254863,0.000212386,0.000184068,0.000269022,0.000509726,0.000622999,0.000353976,8.50E-05,0.000254863,0.000141591,0.000127432,0.000254863,0.000410613,0.000368136,4.25E-05,0.000127432,0.00015575,0.000169909,0.000424772,0.000339817,0.000169909,0.000184068,0.000523885,0.000283181,0.000311499,0.000169909,0.000679635,0.000580521,0.000764589,0.000198227,0.000892021,0.000481408,0.000396454,0.000976975,0.000509726,0.000778748,0.001401747,0.002138018,0.000920339,0.002024745,0.00195395,0.003058357,0.001840678,0.001316792,0.001430065,0.001911473,0.001628292,0.003511447,0.001996427,0.004233559,0.002647744,0.005493715,0.003780469,0.003638878,0.007291915,0.005352124,0.003384015,0.00436099,0.002279608,0.001699087,0.002888448,0.003837105,0.00436099,0.002491994,0.00301588,0.004488422,0.002888448,0.002973402,0.004771603,0.005890168,0.006414054,0.003525606,0.004559217,0.005621146,0.006258304,0.006300781,0.012998016,0.017939528,0.01564576,0.013408629,0.018010323,0.021266906,0.023985446,0.026038509,0.027256188,0.026095145,0.02121027,0.029195979,0.031546383,0.032749903,0.039617047,0.037195847,0.038767503,0.035341011,0.044969171,0.059029116,0.052289404,0.06423965,0.058335322,0.051652247,0.051666406,0.067453756,0.071220066,0.070894407,0.071814746,0.073612947,0.075382829,0.07838455,0.077917301,0.086766712,0.077634119,0.073230652,0.078327913,0.067283847,0.088621549,0.079559751,0.096352395,0.094440922,0.101633724,0.084741967,0.060416704,0.088593231,0.111615861,0.094950648,0.111969837,0.124854581,0.099679774,0.089442774,0.108529186,0.122362586,0.104564649,0.107198234,0.103785901,0.084076491,0.082844653,0.115552079,0.121484725,0.132896926,0.126865167,0.117860006,0.125335989,0.091963087,0.128252755,0.13960832,0.125520056,0.131396066,0.137994187,0.131948269,0.081740246,0.111375157,0.135077421,0.130504045,0.134001333,0.129413798,0.140089728,0.116727281,0.10726903
0.000799019,0.000342437,0.00015575,0.000428046,0.000799019,0,0.000656337,0.000542192,0.00111292,0.000171218,0.000342437,0.001141456,0.000199755,0.000684874,0.000599264,0.000256828,0.0003139,0.000228291,0.000370973,0.000256828,0.000256828,0.000342437,0.000199755,0,0.000342437,8.56E-05,0.000228291,2.85E-05,0.000199755,2.85E-05,0.000114146,5.71E-05,0.000171218,0.000542192,0.0003139,0.000256828,8.56E-05,0.000199755,2.85E-05,0.000656337,0.000114146,0.000285364,5.71E-05,0,5.71E-05,2.85E-05,0,5.71E-05,2.85E-05,0,0,5.71E-05,0.000199755,0.000199755,0.000142682,0.000285364,0.000741946,0.000456582,0.0003139,0.00039951,0.000827556,0.000342437,0.000684874,0.000684874,0.001198529,0.001797793,0.001483893,0.001398284,0.001911939,0.001169993,0.002397058,0.001769257,0.001655111,0.001740721,0.001626575,0.002454131,0.002339985,0.002682422,0.003167541,0.003081932,0.003053395,0.002596813,0.002596813,0.001854866,0.002368522,0.002225839,0.002425594,0.001540966,0.002339985,0.002254376,0.00214023,0.002768031,0.003367296,0.003624123,0.003795342,0.003938024,0.004023633,0.004337533,0.003509978,0.004280461,0.005564599,0.003367296,0,0.00721971,0.004308997,0.004565825,0.006021181,0.006848737,0.006420691,0.005507526,0.007761902,0.008589458,0.009673841,0.011871144,0.013925765,0.012413336,0.012812845,0.017350134,0.01777818,0.020603284,0.022572295,0.016922087,0.023428388,0.022657905,0.020546211,0.029620787,0.030762243,0.025254717,0.031475653,0.026453246,0.020032555,0.033301983,0.025768373,0.01443942,0.037382689,0.0322176,0.033359056,0.02745202,0.030904925,0.034101003,0.037040252,0.035699041,0.040521693,0.034557585,0.033787102,0.040436084,0.034586121,0.044630936,0.044773618,0.045886537,0.043660698,0.049225297,0.050166998,0.06657543,0.056159643,0.056587689,0.061981069,0.054447458,0.035442214,0.067773959,0.070656136,0.068658588,0.072568075,0.06840176,0.061467414,0.043660698,0.0325315,0.044145817,0.044317035,0.070741745,0.075764152,0.087949197,0.047027993,0.086351158,0.097080846,0.095568416,0.085266775,0.082327525,0.089575772,0.072482466,0.091744538
0,4.74E-05,0,2.37E-05,1.18E-05,0,9.47E-05,5.92E-05,0.000118392,0,3.55E-05,0.000165749,0,0.00061564,0,5.92E-05,0,0.000722193,0,0.00075771,0,0.000355177,0.002083704,0.001148405,0.000378855,0.000473569,0.001491743,0.003042681,0.001574617,0.002249453,0.001148405,0,0.00092346,0.000793228,0.000473569,0.001266797,0.001811402,0.002888771,0,0.000852424,0.002592791,0.002060025,0.001172083,0.000698514,0.001503582,0,0.001136566,0.001266797,0.001053691,0.001349672,0.001053691,0.003232109,0,0.002024508,0.002379684,0.002213935,0.002995324,0.002000829,0.00229681,0.002225775,0.00306636,0.002711183,0.003196591,0.00291245,0.002237614,0.002379684,0.003480733,0.00229681,0.001953472,0.002805897,0.002273131,0.002273131,0.00291245,0.002344167,0.00229681,0.001621974,0.00198899,0.002060025,0.002770379,0.002746701,0.002048186,0.002805897,0.002498077,0.002367845,0.002273131,0.002391524,0.002344167,0.001906115,0.001574617,0.001752205,0.001906115,0.002154739,0.001846919,0.00168117,0.002119222,0.002071865,0.002166578,0.002213935,0.001752205,0.002391524,0.001977151,0.002616469,0.002178418,0.002640147,0.003172913,0.00290061,0.002261292,0.003634642,0.003859588,0.004191086,0.004060855,0.004842244,0.003610964,0.003741196,0.006440539,0.005102707,0.006807555,0.009447703,0.007553426,0.008701831,0.008322976,0.008074352,0.009909432,0.008405851,0.009293793,0.008843902,0.007482391,0.008713671,0.008476886,0.010347484,0.00934115,0.007435034,0.010856571,0.009873915,0.009921272,0.009566095,0.010903927,0.00887942,0.009435863,0.007719176,0.009826558,0.008689992,0.010169895,0.010276448,0.01025277,0.009980468,0.010300127,0.012004975,0.009424024,0.012064172,0.012099689,0.01101048,0.011720834,0.011555085,0.013520396,0.013579593,0.014514891,0.014952943,0.01529628,0.016326293,0.012596937,0.015592261,0.014822711,0.017072164,0.018445515,0.018137695,0.01805482,0.016859058,0.019795186,0.019629437,0.019368974,0.020055649,0.022316942,0.022068318,0.022127514,0.025892388,0.026519867,0.027786664,0.027005275,0.029396799,0.027502523
0.000348537,3.71E-05,0.000111235,5.19E-05,9.64E-05,1.48E-05,0.000259549,4.45E-05,0.000370785,4.45E-05,5.19E-05,0.000170561,0.000637749,0.000244718,0,0.000652581,0.000496851,0.001483138,0.00043011,0.002002237,0.000867636,0.001698193,0.001557295,0.001386734,0.001661115,0.002588076,0.002617739,0.001698193,0.002143135,0.000875052,0.002432347,0.004093461,0.003433465,0.004093461,0.00321841,0.005769408,0.002869872,0.006014125,0.003262904,0.003870991,0.005398623,0.004427168,0.004323348,0.007475017,0.005858396,0.005027839,0.011620388,0.00729704,0.009143547,0.00901748,0.008075688,0.00863928,0.014408688,0.0091213,0.007608499,0.011086458,0.011879937,0.011687129,0.0119096,0.017404627,0.014868461,0.015409806,0.016025308,0.017389795,0.021802132,0.019340122,0.022551116,0.018064623,0.01550621,0.016240363,0.019265965,0.019888883,0.021802132,0.018442824,0.017486199,0.016959685,0.018984169,0.021750222,0.018064623,0.020311578,0.022298983,0.018932259,0.016752046,0.024130659,0.026748398,0.025903009,0.025413573,0.025139193,0.020660115,0.020029781,0.02452369,0.027823673,0.02837985,0.028728387,0.028698724,0.027593786,0.023834031,0.028847038,0.03589936,0.037256432,0.04722312,0.040734391,0.038984288,0.036173741,0.041060681,0.046926493,0.047193458,0.052458598,0.048609855,0.039807429,0.038072158,0.048965808,0.050982876,0.058302163,0.060356309,0.058042614,0.048179745,0.049989173,0.059140136,0.064078986,0.061609561,0.061906189,0.070582547,0.061105294,0.0618172,0.078428348,0.073378263,0.071301869,0.068602558,0.069937382,0.058761936,0.057226888,0.06830593,0.082662708,0.076529931,0.07119805,0.070515806,0.066503917,0.057545762,0.076448359,0.085384267,0.077738689,0.09508399,0.090827384,0.068083459,0.082225182,0.094268264,0.087601558,0.093497033,0.089136606,0.082395743,0.062981464,0.082455069,0.097627572,0.108617627,0.105013601,0.107468194,0.07742723,0.081683837,0.077308579,0.110404808,0.110174922,0.106986175,0.120771944,0.121676658,0.08789077,0.116908369,0.129277742,0.134261086,0.14251475,0.154246373,0.173156386,0.121832388,0.149285276,0.174839747,0.173868292,0.184546887,0.163768121,0.167171923,0.126556183,0.151888184
0,0,0,0,0,0.000295249,0,0,0,0,0,0,0,0,0.000295249,0,0,0,0,0,-0.000295249,0.000295249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000295249,0,0.001180996,0,0,0.000590498,0.004723984,0,0.000295249,0.000885747,0.000885747,0.002066743,0,0.001476245,0.003247739,0.001180996,0.000885747,0.002657241,0.003542988,0.001771494,0.008562221,0.001771494,0.002361992,0.007381225,0.004428735,0.0295249,0.009447968,0.002066743,0.016238695,0.005609731,0.018895936,0.002657241,0.009447968,0.00295249,0.015352948,0.015943446,0.022143675,0.028343904,0.018895936,0.016829193,0.006790727,0.014467201,0.025391414,0.005609731,0.005019233,0.027458157,0.012400458,0.002066743,0.007676474,0.005609731,0.010924213,0.002657241,0.012105209,0.007085976,0.01180996,0.001476245,0.004428735,0.038972868,0.003247739,0.004723984,0.005019233,0.013581454,0.008266972,0.018895936,0.010628964,0.026867659,0.00590498,0.004133486,0.02657241,0.013286205,0.016238695,0.009152719,0.00885747,0.017419691,0.015057699,0.009152719,0.041630109,0.013876703,0.034248884,0.039858615,0.022143675,0.026277161,0.028934402,0.022143675,0.036610876,0.073517001,0.049897081,0.034839382,0.0295249,0.025981912,0.012105209,0.03838237,0.025391414,0.056687808,0.052849571,0.034839382,0.023029422,0.032772639,0.014467201,0.036610876,0.024505667,0.033658386,0.034248884,0.024210418,0.041630109,0.04133486,0.034839382,0.034544133,0.044877848,0.04133486,0.03838237,0.036906125,0.030115398,0.02657241,0.054325816,0.041039611,0.024800916,0.028343904,0.04723984,0.031886892,0.032182141,0.044877848,0.042515856,0.028343904,0.070564511
